1992/1994,Canada,Both sexes,At birth,78
2002/2004,Saskatchewan,Both sexes,At birth,79.1
2002/2004,Saskatchewan,Both sexes,At age 65,19.2
2002/2004,Saskatchewan,Males,At birth,76.3
2002/2004,Saskatchewan,Males,At age 65,17.1
2002/2004,Saskatchewan,Females,At birth,82
2002/2004,Saskatchewan,Females,At age 65,21
2002/2004,Alberta,Both sexes,At birth,80
2002/2004,Alberta,Both sexes,At age 65,19.5
2002/2004,Alberta,Males,At birth,77.6
2002/2004,Alberta,Males,At age 65,17.8
2002/2004,Alberta,Females,At birth,82.3
2002/2004,Alberta,Females,At age 65,21
2002/2004,British Columbia,Both sexes,At birth,80.7
2002/2004,British Columbia,Both sexes,At age 65,19.8
2002/2004,British Columbia,Males,At birth,78.4
2002/2004,British Columbia,Males,At age 65,18.4
2002/2004,British Columbia,Females,At birth,82.9
2002/2004,British Columbia,Females,At age 65,21.1
2002/2004,Territories,Both sexes,At birth,74.8
2002/2004,Territories,Both sexes,At age 65,16.7
2002/2004,Territories,Males,At birth,72.3
2002/2004,Territories,Males,At age 65,15.7
2002/2004,Territories,Females,At birth,77.7
2002/2004,Territories,Females,At age 65,17.8
2003/2005,Canada,Both sexes,At birth,80.2
2003/2005,Canada,Both sexes,At age 65,19.4
2003/2005,Canada,Males,At birth,77.7
2003/2005,Canada,Males,At age 65,17.6
2003/2005,Canada,Females,At birth,82.5
2003/2005,Canada,Females,At age 65,20.9
2003/2005,Newfoundland and Labrador,Both sexes,At birth,78.2
2003/2005,Newfoundland and Labrador,Both sexes,At age 65,17.7
2003/2005,Newfoundland and Labrador,Males,At birth,75.6
2003/2005,Newfoundland and Labrador,Males,At age 65,15.8
2003/2005,Newfoundland and Labrador,Females,At birth,81
2003/2005,Newfoundland and Labrador,Females,At age 65,19.4
2003/2005,Prince Edward Island,Both sexes,At birth,79.5
2003/2005,Prince Edward Island,Both sexes,At age 65,18.7
2003/2005,Prince Edward Island,Males,At birth,76.9
2003/2005,Prince Edward Island,Males,At age 65,16.9
2003/2005,Prince Edward Island,Females,At birth,81.8
2003/2005,Prince Edward Island,Females,At age 65,20.3
2003/2005,Nova Scotia,Both sexes,At birth,79.2
2003/2005,Nova Scotia,Both sexes,At age 65,18.6
2003/2005,Nova Scotia,Males,At birth,76.6
2003/2005,Nova Scotia,Males,At age 65,16.8
2003/2005,Nova Scotia,Females,At birth,81.7
2003/2005,Nova Scotia,Females,At age 65,20.2
2003/2005,New Brunswick,Both sexes,At birth,79.6
2003/2005,New Brunswick,Both sexes,At age 65,18.8
2003/2005,New Brunswick,Males,At birth,76.8
2003/2005,New Brunswick,Males,At age 65,16.8
2003/2005,New Brunswick,Females,At birth,82.2
2003/2005,New Brunswick,Females,At age 65,20.5
2003/2005,Quebec,Both sexes,At birth,80.1
2003/2005,Quebec,Both sexes,At age 65,19.3
2003/2005,Quebec,Males,At birth,77.4
2003/2005,Quebec,Males,At age 65,17.3
2003/2005,Quebec,Females,At birth,82.5
2003/2005,Quebec,Females,At age 65,20.9
2003/2005,Ontario,Both sexes,At birth,80.5
2003/2005,Ontario,Both sexes,At age 65,19.5
2003/2005,Ontario,Males,At birth,78.2
2003/2005,Ontario,Males,At age 65,17.8
2003/2005,Ontario,Females,At birth,82.6
2003/2005,Ontario,Females,At age 65,20.9
2003/2005,Manitoba,Both sexes,At birth,78.9
2003/2005,Manitoba,Both sexes,At age 65,18.9
2003/2005,Manitoba,Males,At birth,76.4
2003/2005,Manitoba,Males,At age 65,17
2003/2005,Manitoba,Females,At birth,81.4
2003/2005,Manitoba,Females,At age 65,20.6
2003/2005,Saskatchewan,Both sexes,At birth,79.2
2003/2005,Saskatchewan,Both sexes,At age 65,19.4
2003/2005,Saskatchewan,Males,At birth,76.4
2003/2005,Saskatchewan,Males,At age 65,17.4
2003/2005,Saskatchewan,Females,At birth,82
2003/2005,Saskatchewan,Females,At age 65,21.1
2003/2005,Alberta,Both sexes,At birth,80.1
2003/2005,Alberta,Both sexes,At age 65,19.7
2003/2005,Alberta,Males,At birth,77.7
2003/2005,Alberta,Males,At age 65,17.9
2003/2005,Alberta,Females,At birth,82.6
2003/2005,Alberta,Females,At age 65,21.2
2003/2005,British Columbia,Both sexes,At birth,80.9
2003/2005,British Columbia,Both sexes,At age 65,20
2003/2005,British Columbia,Males,At birth,78.5
2003/2005,British Columbia,Males,At age 65,18.5
2003/2005,British Columbia,Females,At birth,83.1
2003/2005,British Columbia,Females,At age 65,21.3
2003/2005,Territories,Both sexes,At birth,75.5
2003/2005,Territories,Both sexes,At age 65,17.2
2003/2005,Territories,Males,At birth,72.9
2003/2005,Territories,Males,At age 65,16.1
2003/2005,Territories,Females,At birth,78.6
2003/2005,Territories,Females,At age 65,18.4
2004/2006,Canada,Both sexes,At birth,80.5
2004/2006,Canada,Both sexes,At age 65,19.7
2004/2006,Canada,Males,At birth,78
2004/2006,Canada,Males,At age 65,17.9
2004/2006,Canada,Females,At birth,82.8
2004/2006,Canada,Females,At age 65,21.1
2004/2006,Newfoundland and Labrador,Both sexes,At birth,78.3
2004/2006,Newfoundland and Labrador,Both sexes,At age 65,17.8
2004/2006,Newfoundland and Labrador,Males,At birth,75.6
2004/2006,Newfoundland and Labrador,Males,At age 65,16
2004/2006,Newfoundland and Labrador,Females,At birth,80.9
2004/2006,Newfoundland and Labrador,Females,At age 65,19.4
2004/2006,Prince Edward Island,Both sexes,At birth,79.7
2004/2006,Prince Edward Island,Both sexes,At age 65,19
2004/2006,Prince Edward Island,Males,At birth,77.3
2004/2006,Prince Edward Island,Males,At age 65,17.2
2004/2006,Prince Edward Island,Females,At birth,82.1
2004/2006,Prince Edward Island,Females,At age 65,20.5
2004/2006,Nova Scotia,Both sexes,At birth,79.4
2004/2006,Nova Scotia,Both sexes,At age 65,18.8
2004/2006,Nova Scotia,Males,At birth,76.8
2004/2006,Nova Scotia,Males,At age 65,16.9
2004/2006,Nova Scotia,Females,At birth,82
2004/2006,Nova Scotia,Females,At age 65,20.4
2004/2006,New Brunswick,Both sexes,At birth,79.9
2004/2006,New Brunswick,Both sexes,At age 65,19.1
2004/2006,New Brunswick,Males,At birth,77.3
2004/2006,New Brunswick,Males,At age 65,17.3
2004/2006,New Brunswick,Females,At birth,82.4
2004/2006,New Brunswick,Females,At age 65,20.7
2004/2006,Quebec,Both sexes,At birth,80.4
2004/2006,Quebec,Both sexes,At age 65,19.6
2004/2006,Quebec,Males,At birth,77.9
2004/2006,Quebec,Males,At age 65,17.7
2004/2006,Quebec,Females,At birth,82.8
2004/2006,Quebec,Females,At age 65,21.1
2004/2006,Ontario,Both sexes,At birth,80.8
2004/2006,Ontario,Both sexes,At age 65,19.8
2004/2006,Ontario,Males,At birth,78.5
2004/2006,Ontario,Males,At age 65,18.1
2004/2006,Ontario,Females,At birth,83
2004/2006,Ontario,Females,At age 65,21.2
2004/2006,Manitoba,Both sexes,At birth,79.2
2004/2006,Manitoba,Both sexes,At age 65,19.2
2004/2006,Manitoba,Males,At birth,76.7
2004/2006,Manitoba,Males,At age 65,17.4
2004/2006,Manitoba,Females,At birth,81.6
2004/2006,Manitoba,Females,At age 65,20.7
2004/2006,Saskatchewan,Both sexes,At birth,79.4
2004/2006,Saskatchewan,Both sexes,At age 65,19.5
2004/2006,Saskatchewan,Males,At birth,76.7
2004/2006,Saskatchewan,Males,At age 65,17.6
2004/2006,Saskatchewan,Females,At birth,82.1
2004/2006,Saskatchewan,Females,At age 65,21.2
2004/2006,Alberta,Both sexes,At birth,80.4
2004/2006,Alberta,Both sexes,At age 65,19.9
2004/2006,Alberta,Males,At birth,77.9
2004/2006,Alberta,Males,At age 65,18.2
2004/2006,Alberta,Females,At birth,82.8
2004/2006,Alberta,Females,At age 65,21.4
2004/2006,British Columbia,Both sexes,At birth,81
2004/2006,British Columbia,Both sexes,At age 65,20.2
2004/2006,British Columbia,Males,At birth,78.7
2004/2006,British Columbia,Males,At age 65,18.7
2004/2006,British Columbia,Females,At birth,83.3
2004/2006,British Columbia,Females,At age 65,21.5
2004/2006,Territories,Both sexes,At birth,75.9
2004/2006,Territories,Both sexes,At age 65,17.2
2004/2006,Territories,Males,At birth,73.3
2004/2006,Territories,Males,At age 65,15.6
2004/2006,Territories,Females,At birth,79.3
2004/2006,Territories,Females,At age 65,19.2
2005/2007,Canada,Both sexes,At birth,80.7
2005/2007,Canada,Both sexes,At age 65,19.8
2005/2007,Canada,Males,At birth,78.3
2005/2007,Canada,Males,At age 65,18.1
2005/2007,Canada,Females,At birth,83
2005/2007,Canada,Females,At age 65,21.3
2005/2007,Newfoundland and Labrador,Both sexes,At birth,78.3
2005/2007,Newfoundland and Labrador,Both sexes,At age 65,17.9
2005/2007,Newfoundland and Labrador,Males,At birth,75.8
2005/2007,Newfoundland and Labrador,Males,At age 65,16.2
2005/2007,Newfoundland and Labrador,Females,At birth,80.8
2005/2007,Newfoundland and Labrador,Females,At age 65,19.5
2005/2007,Prince Edward Island,Both sexes,At birth,80.2
2005/2007,Prince Edward Island,Both sexes,At age 65,19.4
2005/2007,Prince Edward Island,Males,At birth,77.6
2005/2007,Prince Edward Island,Males,At age 65,17.5
2005/2007,Prince Edward Island,Females,At birth,82.7
2005/2007,Prince Edward Island,Females,At age 65,20.9
2005/2007,Nova Scotia,Both sexes,At birth,79.7
2005/2007,Nova Scotia,Both sexes,At age 65,18.9
2005/2007,Nova Scotia,Males,At birth,77.1
2005/2007,Nova Scotia,Males,At age 65,17.1
2005/2007,Nova Scotia,Females,At birth,82.2
2005/2007,Nova Scotia,Females,At age 65,20.5
2005/2007,New Brunswick,Both sexes,At birth,80
2005/2007,New Brunswick,Both sexes,At age 65,19.3
2005/2007,New Brunswick,Males,At birth,77.4
2005/2007,New Brunswick,Males,At age 65,17.5
2005/2007,New Brunswick,Females,At birth,82.5
2005/2007,New Brunswick,Females,At age 65,20.9
2005/2007,Quebec,Both sexes,At birth,80.7
2005/2007,Quebec,Both sexes,At age 65,19.8
2005/2007,Quebec,Males,At birth,78.2
2005/2007,Quebec,Males,At age 65,18
2005/2007,Quebec,Females,At birth,83.1
2005/2007,Quebec,Females,At age 65,21.3
2005/2007,Ontario,Both sexes,At birth,81
2005/2007,Ontario,Both sexes,At age 65,19.9
2005/2007,Ontario,Males,At birth,78.8
2005/2007,Ontario,Males,At age 65,18.3
2005/2007,Ontario,Females,At birth,83.1
2005/2007,Ontario,Females,At age 65,21.3
2005/2007,Manitoba,Both sexes,At birth,79.3
2005/2007,Manitoba,Both sexes,At age 65,19.4
2005/2007,Manitoba,Males,At birth,76.8
2005/2007,Manitoba,Males,At age 65,17.5
2005/2007,Manitoba,Females,At birth,81.8
2005/2007,Manitoba,Females,At age 65,20.9
2005/2007,Saskatchewan,Both sexes,At birth,79.5
2005/2007,Saskatchewan,Both sexes,At age 65,19.6
2005/2007,Saskatchewan,Males,At birth,76.9
2005/2007,Saskatchewan,Males,At age 65,17.8
2005/2007,Saskatchewan,Females,At birth,82
2005/2007,Saskatchewan,Females,At age 65,21.2
2005/2007,Alberta,Both sexes,At birth,80.5
2005/2007,Alberta,Both sexes,At age 65,20
2005/2007,Alberta,Males,At birth,78.1
2005/2007,Alberta,Males,At age 65,18.3
2005/2007,Alberta,Females,At birth,82.9
2005/2007,Alberta,Females,At age 65,21.5
2005/2007,British Columbia,Both sexes,At birth,81.2
2005/2007,British Columbia,Both sexes,At age 65,20.4
2005/2007,British Columbia,Males,At birth,78.9
2005/2007,British Columbia,Males,At age 65,18.9
2005/2007,British Columbia,Females,At birth,83.5
2005/2007,British Columbia,Females,At age 65,21.7
2005/2007,Territories,Both sexes,At birth,75.8
2005/2007,Territories,Both sexes,At age 65,16.9
2005/2007,Territories,Males,At birth,73.1
2005/2007,Territories,Males,At age 65,15.3
2005/2007,Territories,Females,At birth,79.1
2005/2007,Territories,Females,At age 65,19
2006/2008,Canada,Both sexes,At birth,80.9
2006/2008,Canada,Both sexes,At age 65,20
2006/2008,Canada,Males,At birth,78.5
2006/2008,Canada,Males,At age 65,18.3
2006/2008,Canada,Females,At birth,83.1
2006/2008,Canada,Females,At age 65,21.5
2006/2008,Newfoundland and Labrador,Both sexes,At birth,78.5
2006/2008,Newfoundland and Labrador,Both sexes,At age 65,18
2006/2008,Newfoundland and Labrador,Males,At birth,76.2
2006/2008,Newfoundland and Labrador,Males,At age 65,16.5
2006/2008,Newfoundland and Labrador,Females,At birth,80.9
2006/2008,Newfoundland and Labrador,Females,At age 65,19.4
2006/2008,Prince Edward Island,Both sexes,At birth,80.2
2006/2008,Prince Edward Island,Both sexes,At age 65,19.4
2006/2008,Prince Edward Island,Males,At birth,77.5
2006/2008,Prince Edward Island,Males,At age 65,17.6
2006/2008,Prince Edward Island,Females,At birth,82.9
2006/2008,Prince Edward Island,Females,At age 65,21
2006/2008,Nova Scotia,Both sexes,At birth,79.9
2006/2008,Nova Scotia,Both sexes,At age 65,19.1
2006/2008,Nova Scotia,Males,At birth,77.4
2006/2008,Nova Scotia,Males,At age 65,17.4
2006/2008,Nova Scotia,Females,At birth,82.3
2006/2008,Nova Scotia,Females,At age 65,20.7
2006/2008,New Brunswick,Both sexes,At birth,80.2
2006/2008,New Brunswick,Both sexes,At age 65,19.4
2006/2008,New Brunswick,Males,At birth,77.6
2006/2008,New Brunswick,Males,At age 65,17.7
2006/2008,New Brunswick,Females,At birth,82.7
2006/2008,New Brunswick,Females,At age 65,20.9
2006/2008,Quebec,Both sexes,At birth,81
2006/2008,Quebec,Both sexes,At age 65,20
2006/2008,Quebec,Males,At birth,78.6
2006/2008,Quebec,Males,At age 65,18.2
2006/2008,Quebec,Females,At birth,83.3
2006/2008,Quebec,Females,At age 65,21.5
2006/2008,Ontario,Both sexes,At birth,81.3
2006/2008,Ontario,Both sexes,At age 65,20.2
2006/2008,Ontario,Males,At birth,79
2006/2008,Ontario,Males,At age 65,18.5
2006/2008,Ontario,Females,At birth,83.4
2006/2008,Ontario,Females,At age 65,21.6
2006/2008,Manitoba,Both sexes,At birth,79.5
2006/2008,Manitoba,Both sexes,At age 65,19.5
2006/2008,Manitoba,Males,At birth,76.9
2006/2008,Manitoba,Males,At age 65,17.6
2006/2008,Manitoba,Females,At birth,82
2006/2008,Manitoba,Females,At age 65,21.1
2006/2008,Saskatchewan,Both sexes,At birth,79.5
2006/2008,Saskatchewan,Both sexes,At age 65,19.6
2006/2008,Saskatchewan,Males,At birth,76.9
2006/2008,Saskatchewan,Males,At age 65,17.8
2006/2008,Saskatchewan,Females,At birth,82.1
2006/2008,Saskatchewan,Females,At age 65,21.2
2006/2008,Alberta,Both sexes,At birth,80.6
2006/2008,Alberta,Both sexes,At age 65,20.1
2006/2008,Alberta,Males,At birth,78.3
2006/2008,Alberta,Males,At age 65,18.4
2006/2008,Alberta,Females,At birth,83
2006/2008,Alberta,Females,At age 65,21.6
2006/2008,British Columbia,Both sexes,At birth,81.4
2006/2008,British Columbia,Both sexes,At age 65,20.5
2006/2008,British Columbia,Males,At birth,79.2
2006/2008,British Columbia,Males,At age 65,19
2006/2008,British Columbia,Females,At birth,83.6
2006/2008,British Columbia,Females,At age 65,21.8
2006/2008,Territories,Both sexes,At birth,75.2
2006/2008,Territories,Both sexes,At age 65,16.7
2006/2008,Territories,Males,At birth,72.5
2006/2008,Territories,Males,At age 65,15.3
2006/2008,Territories,Females,At birth,78.5
2006/2008,Territories,Females,At age 65,18.4
2007/2009,Canada,Both sexes,At birth,81.1
2007/2009,Canada,Both sexes,At age 65,20.2
2007/2009,Canada,Males,At birth,78.8
2007/2009,Canada,Males,At age 65,18.5
2007/2009,Canada,Females,At birth,83.3
2007/2009,Canada,Females,At age 65,21.6
2007/2009,Newfoundland and Labrador,Both sexes,At birth,78.9
2007/2009,Newfoundland and Labrador,Both sexes,At age 65,18.2
2007/2009,Newfoundland and Labrador,Males,At birth,76.5
2007/2009,Newfoundland and Labrador,Males,At age 65,16.6
2007/2009,Newfoundland and Labrador,Females,At birth,81.2
2007/2009,Newfoundland and Labrador,Females,At age 65,19.7
2007/2009,Prince Edward Island,Both sexes,At birth,80.2
2007/2009,Prince Edward Island,Both sexes,At age 65,19.3
2007/2009,Prince Edward Island,Males,At birth,77.5
2007/2009,Prince Edward Island,Males,At age 65,17.6
2007/2009,Prince Edward Island,Females,At birth,82.8
2007/2009,Prince Edward Island,Females,At age 65,20.7
2007/2009,Nova Scotia,Both sexes,At birth,80.1
2007/2009,Nova Scotia,Both sexes,At age 65,19.3
2007/2009,Nova Scotia,Males,At birth,77.7
2007/2009,Nova Scotia,Males,At age 65,17.5
2007/2009,Nova Scotia,Females,At birth,82.4
2007/2009,Nova Scotia,Females,At age 65,20.9
2007/2009,New Brunswick,Both sexes,At birth,80.2
2007/2009,New Brunswick,Both sexes,At age 65,19.5
2007/2009,New Brunswick,Males,At birth,77.5
2007/2009,New Brunswick,Males,At age 65,17.7
2007/2009,New Brunswick,Females,At birth,82.8
2007/2009,New Brunswick,Females,At age 65,21.1
2007/2009,Quebec,Both sexes,At birth,81.2
2007/2009,Quebec,Both sexes,At age 65,20.1
2007/2009,Quebec,Males,At birth,78.8
2007/2009,Quebec,Males,At age 65,18.3
2007/2009,Quebec,Females,At birth,83.4
2007/2009,Quebec,Females,At age 65,21.6
2007/2009,Ontario,Both sexes,At birth,81.5
2007/2009,Ontario,Both sexes,At age 65,20.3
2007/2009,Ontario,Males,At birth,79.2
2007/2009,Ontario,Males,At age 65,18.7
2007/2009,Ontario,Females,At birth,83.6
2007/2009,Ontario,Females,At age 65,21.7
2007/2009,Manitoba,Both sexes,At birth,79.5
2007/2009,Manitoba,Both sexes,At age 65,19.6
2007/2009,Manitoba,Males,At birth,77
2007/2009,Manitoba,Males,At age 65,17.7
2007/2009,Manitoba,Females,At birth,81.9
2007/2009,Manitoba,Females,At age 65,21.2
2007/2009,Saskatchewan,Both sexes,At birth,79.6
2007/2009,Saskatchewan,Both sexes,At age 65,19.7
2007/2009,Saskatchewan,Males,At birth,77
2007/2009,Saskatchewan,Males,At age 65,17.9
2007/2009,Saskatchewan,Females,At birth,82.1
2007/2009,Saskatchewan,Females,At age 65,21.3
2007/2009,Alberta,Both sexes,At birth,80.7
2007/2009,Alberta,Both sexes,At age 65,20.2
2007/2009,Alberta,Males,At birth,78.5
2007/2009,Alberta,Males,At age 65,18.5
2007/2009,Alberta,Females,At birth,83
2007/2009,Alberta,Females,At age 65,21.6
2007/2009,British Columbia,Both sexes,At birth,81.7
2007/2009,British Columbia,Both sexes,At age 65,20.7
2007/2009,British Columbia,Males,At birth,79.5
2007/2009,British Columbia,Males,At age 65,19.2
2007/2009,British Columbia,Females,At birth,83.9
2007/2009,British Columbia,Females,At age 65,22
2007/2009,Territories,Both sexes,At birth,75.1
2007/2009,Territories,Both sexes,At age 65,16.9
2007/2009,Territories,Males,At birth,72.5
2007/2009,Territories,Males,At age 65,15.6
2007/2009,Territories,Females,At birth,78.2
2007/2009,Territories,Females,At age 65,18.4
